Id,ActivityHour,TotalSteps,TotalIntensity,Calories
8053475328,2016-05-01 19:00:00 UTC,0,0,73
8053475328,2016-05-01 20:00:00 UTC,0,0,73
8053475328,2016-05-01 21:00:00 UTC,0,0,73
8053475328,2016-05-01 22:00:00 UTC,0,0,73
8053475328,2016-05-01 23:00:00 UTC,0,0,73
8053475328,2016-05-02 00:00:00 UTC,0,0,73
8053475328,2016-05-02 01:00:00 UTC,0,0,73
8053475328,2016-05-02 02:00:00 UTC,0,0,73
8053475328,2016-05-02 03:00:00 UTC,0,0,73
8053475328,2016-05-02 04:00:00 UTC,0,0,73
8053475328,2016-05-02 05:00:00 UTC,0,0,73
8053475328,2016-05-02 07:00:00 UTC,0,0,73
8053475328,2016-05-02 08:00:00 UTC,0,0,73
8053475328,2016-05-02 09:00:00 UTC,0,0,73
8053475328,2016-05-02 10:00:00 UTC,0,0,73
8053475328,2016-05-02 11:00:00 UTC,0,0,73
8053475328,2016-05-02 12:00:00 UTC,0,0,73
8053475328,2016-05-02 13:00:00 UTC,0,0,73
8053475328,2016-05-02 14:00:00 UTC,0,0,73
8053475328,2016-05-02 15:00:00 UTC,0,0,73
8053475328,2016-05-02 16:00:00 UTC,0,0,73
8053475328,2016-05-03 02:00:00 UTC,0,0,73
8053475328,2016-05-03 03:00:00 UTC,0,0,73
8053475328,2016-05-03 04:00:00 UTC,0,0,73
8053475328,2016-05-03 05:00:00 UTC,0,0,73
8053475328,2016-05-03 06:00:00 UTC,0,0,73
8053475328,2016-05-03 07:00:00 UTC,0,0,73
8053475328,2016-05-03 08:00:00 UTC,0,0,73
8053475328,2016-05-03 09:00:00 UTC,0,0,73
8053475328,2016-05-03 10:00:00 UTC,0,0,73
8053475328,2016-05-03 11:00:00 UTC,0,0,73
8053475328,2016-05-04 03:00:00 UTC,0,0,73
8053475328,2016-05-04 04:00:00 UTC,0,0,73
8053475328,2016-05-04 05:00:00 UTC,0,0,73
8053475328,2016-05-04 06:00:00 UTC,0,0,73
8053475328,2016-05-04 07:00:00 UTC,0,0,73
8053475328,2016-05-04 08:00:00 UTC,0,0,73
8053475328,2016-05-04 09:00:00 UTC,0,0,73
8053475328,2016-05-04 10:00:00 UTC,0,0,73
8053475328,2016-05-04 11:00:00 UTC,0,0,73
8053475328,2016-05-05 03:00:00 UTC,0,0,73
8053475328,2016-05-05 04:00:00 UTC,0,0,73
8053475328,2016-05-05 05:00:00 UTC,0,0,73
8053475328,2016-05-05 06:00:00 UTC,0,0,73
8053475328,2016-05-05 07:00:00 UTC,0,0,73
8053475328,2016-05-05 08:00:00 UTC,0,0,73
8053475328,2016-05-05 09:00:00 UTC,0,0,73
8053475328,2016-05-05 10:00:00 UTC,0,0,73
8053475328,2016-05-06 03:00:00 UTC,0,0,73
8053475328,2016-05-06 04:00:00 UTC,0,0,73
8053475328,2016-05-06 05:00:00 UTC,0,0,73
8053475328,2016-05-06 06:00:00 UTC,0,0,73
8053475328,2016-05-06 07:00:00 UTC,0,0,73
8053475328,2016-05-06 08:00:00 UTC,0,0,73
8053475328,2016-05-06 09:00:00 UTC,0,0,73
8053475328,2016-05-06 10:00:00 UTC,0,0,73
8053475328,2016-05-06 11:00:00 UTC,0,0,73
8053475328,2016-05-06 12:00:00 UTC,0,0,73
8053475328,2016-05-06 15:00:00 UTC,0,0,73
8053475328,2016-05-06 16:00:00 UTC,0,0,73
8053475328,2016-05-06 20:00:00 UTC,0,0,73
8053475328,2016-05-07 01:00:00 UTC,0,0,73
8053475328,2016-05-07 02:00:00 UTC,0,0,73
8053475328,2016-05-07 03:00:00 UTC,0,0,73
8053475328,2016-05-07 05:00:00 UTC,0,0,73
8053475328,2016-05-07 06:00:00 UTC,0,0,73
8053475328,2016-05-07 07:00:00 UTC,0,0,73
8053475328,2016-05-07 08:00:00 UTC,0,0,73
8053475328,2016-05-07 09:00:00 UTC,0,0,73
8053475328,2016-05-07 10:00:00 UTC,0,0,73
8053475328,2016-05-07 11:00:00 UTC,0,0,73
8053475328,2016-05-07 12:00:00 UTC,0,0,73
8053475328,2016-05-07 20:00:00 UTC,0,0,73
8053475328,2016-05-08 05:00:00 UTC,0,0,73
8053475328,2016-05-08 06:00:00 UTC,0,0,73
8053475328,2016-05-08 07:00:00 UTC,0,0,73
8053475328,2016-05-08 08:00:00 UTC,0,0,73
8053475328,2016-05-08 09:00:00 UTC,0,0,73
8053475328,2016-05-08 10:00:00 UTC,0,0,73
8053475328,2016-05-08 11:00:00 UTC,0,0,73
8053475328,2016-05-09 02:00:00 UTC,0,0,73
8053475328,2016-05-09 04:00:00 UTC,0,0,73
8053475328,2016-05-09 05:00:00 UTC,0,0,73
8053475328,2016-05-09 06:00:00 UTC,0,0,73
8053475328,2016-05-09 07:00:00 UTC,0,0,73
8053475328,2016-05-09 08:00:00 UTC,0,0,73
8053475328,2016-05-09 09:00:00 UTC,0,0,73
8053475328,2016-05-09 10:00:00 UTC,0,0,73
8053475328,2016-05-09 11:00:00 UTC,0,0,73
8053475328,2016-05-10 03:00:00 UTC,0,0,73
8053475328,2016-05-10 04:00:00 UTC,0,0,73
8053475328,2016-05-10 05:00:00 UTC,0,0,73
8053475328,2016-05-10 06:00:00 UTC,0,0,73
8053475328,2016-05-10 07:00:00 UTC,0,0,73
8053475328,2016-05-10 08:00:00 UTC,0,0,73
8053475328,2016-05-10 09:00:00 UTC,0,0,73
8053475328,2016-05-10 10:00:00 UTC,0,0,73
8053475328,2016-05-11 05:00:00 UTC,0,0,73
8053475328,2016-05-11 06:00:00 UTC,0,0,73
8053475328,2016-05-11 07:00:00 UTC,0,0,73
8053475328,2016-05-11 08:00:00 UTC,0,0,73
8053475328,2016-05-11 09:00:00 UTC,0,0,73
8053475328,2016-05-11 10:00:00 UTC,0,0,73
8053475328,2016-05-12 01:00:00 UTC,0,0,73
8053475328,2016-05-12 03:00:00 UTC,0,0,73
8053475328,2016-05-12 04:00:00 UTC,0,0,73
8053475328,2016-05-12 05:00:00 UTC,0,0,73
8053475328,2016-05-12 06:00:00 UTC,0,0,73
8053475328,2016-05-12 07:00:00 UTC,0,0,73
8053475328,2016-05-12 08:00:00 UTC,0,0,73
8053475328,2016-05-12 09:00:00 UTC,0,0,73
8053475328,2016-05-12 10:00:00 UTC,0,0,73
8053475328,2016-05-12 11:00:00 UTC,0,0,73
8053475328,2016-04-14 01:00:00 UTC,0,0,74
8053475328,2016-04-22 21:00:00 UTC,0,0,74
8053475328,2016-04-23 01:00:00 UTC,0,0,74
8053475328,2016-04-23 02:00:00 UTC,0,0,74
8053475328,2016-04-29 01:00:00 UTC,0,0,74
8053475328,2016-04-30 03:00:00 UTC,0,0,74
8053475328,2016-04-12 00:00:00 UTC,0,0,75
8053475328,2016-04-21 00:00:00 UTC,0,0,75
8053475328,2016-04-21 20:00:00 UTC,0,0,75
8053475328,2016-04-27 20:00:00 UTC,0,0,75
8053475328,2016-05-03 23:00:00 UTC,0,0,75
8053475328,2016-05-04 01:00:00 UTC,0,0,75
8053475328,2016-05-05 23:00:00 UTC,0,0,75
8053475328,2016-05-09 00:00:00 UTC,0,0,75
8053475328,2016-05-10 01:00:00 UTC,0,0,75
8053475328,2016-05-11 20:00:00 UTC,0,0,75
8053475328,2016-04-12 15:00:00 UTC,0,0,76
8053475328,2016-04-18 16:00:00 UTC,0,0,76
8053475328,2016-04-30 13:00:00 UTC,0,0,76
8053475328,2016-05-05 01:00:00 UTC,0,0,76
8053475328,2016-05-12 13:00:00 UTC,0,0,77
8053475328,2016-04-13 00:00:00 UTC,4,1,76
8053475328,2016-04-18 02:00:00 UTC,49,1,76
8053475328,2016-04-24 23:00:00 UTC,12,1,76
8053475328,2016-05-04 20:00:00 UTC,37,1,76
8053475328,2016-05-08 01:00:00 UTC,8,1,76
8053475328,2016-05-09 03:00:00 UTC,34,1,76
8053475328,2016-05-11 01:00:00 UTC,5,1,76
8053475328,2016-05-11 03:00:00 UTC,8,1,76
8053475328,2016-04-12 01:00:00 UTC,7,1,77
8053475328,2016-04-16 03:00:00 UTC,58,1,77
8053475328,2016-04-19 20:00:00 UTC,7,1,77
8053475328,2016-04-20 00:00:00 UTC,15,1,77
8053475328,2016-04-24 00:00:00 UTC,4,1,77
8053475328,2016-04-30 02:00:00 UTC,5,1,77
8053475328,2016-04-30 14:00:00 UTC,7,1,77
8053475328,2016-05-09 20:00:00 UTC,7,1,77
8053475328,2016-05-09 22:00:00 UTC,25,1,77
8053475328,2016-05-10 20:00:00 UTC,4,1,77
8053475328,2016-05-11 19:00:00 UTC,8,1,77
8053475328,2016-04-25 23:00:00 UTC,7,1,78
8053475328,2016-04-26 20:00:00 UTC,9,1,78
8053475328,2016-04-28 20:00:00 UTC,9,1,78
8053475328,2016-05-08 13:00:00 UTC,6,1,78
8053475328,2016-04-14 15:00:00 UTC,18,1,79
8053475328,2016-04-22 12:00:00 UTC,34,1,80
8053475328,2016-04-17 04:00:00 UTC,53,2,78
8053475328,2016-04-27 10:00:00 UTC,44,2,78
8053475328,2016-05-05 20:00:00 UTC,13,2,78
8053475328,2016-05-07 04:00:00 UTC,58,2,78
8053475328,2016-04-13 20:00:00 UTC,20,2,79
8053475328,2016-04-15 02:00:00 UTC,53,2,79
8053475328,2016-04-22 00:00:00 UTC,18,2,79
8053475328,2016-04-22 01:00:00 UTC,50,2,79
8053475328,2016-04-30 18:00:00 UTC,25,2,79
8053475328,2016-04-30 23:00:00 UTC,20,2,79
8053475328,2016-05-05 00:00:00 UTC,25,2,79
8053475328,2016-05-05 02:00:00 UTC,59,2,79
8053475328,2016-05-08 03:00:00 UTC,19,2,79
8053475328,2016-05-10 00:00:00 UTC,20,2,79
8053475328,2016-05-11 02:00:00 UTC,11,2,79
8053475328,2016-04-18 00:00:00 UTC,43,2,80
8053475328,2016-04-18 20:00:00 UTC,24,2,80
8053475328,2016-04-20 12:00:00 UTC,17,2,80
8053475328,2016-04-30 21:00:00 UTC,14,2,80
8053475328,2016-05-06 02:00:00 UTC,82,2,80
8053475328,2016-05-09 19:00:00 UTC,15,2,80
8053475328,2016-04-20 20:00:00 UTC,13,2,81
8053475328,2016-04-22 14:00:00 UTC,14,2,81
8053475328,2016-05-05 16:00:00 UTC,67,2,81
8053475328,2016-05-12 02:00:00 UTC,109,2,81
8053475328,2016-04-30 20:00:00 UTC,64,2,82
8053475328,2016-04-14 21:00:00 UTC,118,2,85
8053475328,2016-05-09 01:00:00 UTC,50,3,80
8053475328,2016-05-11 11:00:00 UTC,44,3,80
8053475328,2016-05-12 00:00:00 UTC,33,3,80
8053475328,2016-04-16 16:00:00 UTC,44,3,81
8053475328,2016-04-20 02:00:00 UTC,51,3,81
8053475328,2016-04-21 02:00:00 UTC,82,3,81
8053475328,2016-05-11 00:00:00 UTC,55,3,81
8053475328,2016-04-16 14:00:00 UTC,80,3,82
8053475328,2016-04-19 17:00:00 UTC,14,3,82
8053475328,2016-04-25 01:00:00 UTC,108,3,82
8053475328,2016-04-29 00:00:00 UTC,81,3,82
8053475328,2016-05-02 21:00:00 UTC,58,3,82
8053475328,2016-05-06 00:00:00 UTC,64,3,82
8053475328,2016-05-06 23:00:00 UTC,37,3,82
8053475328,2016-05-08 02:00:00 UTC,87,3,82
8053475328,2016-05-11 22:00:00 UTC,49,3,82
8053475328,2016-04-16 15:00:00 UTC,94,3,83
8053475328,2016-05-02 06:00:00 UTC,124,3,83
8053475328,2016-04-27 16:00:00 UTC,81,3,85
8053475328,2016-04-14 00:00:00 UTC,16,4,81
8053475328,2016-05-04 17:00:00 UTC,20,4,82
8053475328,2016-04-13 10:00:00 UTC,83,4,83
8053475328,2016-04-15 01:00:00 UTC,64,4,83
8053475328,2016-04-30 00:00:00 UTC,39,4,83
8053475328,2016-05-02 17:00:00 UTC,87,4,83
8053475328,2016-05-04 23:00:00 UTC,63,4,83
8053475328,2016-05-06 01:00:00 UTC,77,4,83
8053475328,2016-05-09 23:00:00 UTC,53,4,83
8053475328,2016-05-10 11:00:00 UTC,115,4,83
8053475328,2016-04-12 20:00:00 UTC,73,4,84
8053475328,2016-04-14 02:00:00 UTC,101,4,84
8053475328,2016-04-20 10:00:00 UTC,104,4,84
8053475328,2016-04-22 11:00:00 UTC,111,4,84
8053475328,2016-04-27 01:00:00 UTC,74,4,84
8053475328,2016-05-11 04:00:00 UTC,98,4,84
8053475328,2016-05-10 12:00:00 UTC,71,4,85
8053475328,2016-04-25 15:00:00 UTC,89,4,86
8053475328,2016-04-12 22:00:00 UTC,129,4,87
8053475328,2016-04-26 02:00:00 UTC,140,4,87
8053475328,2016-05-09 16:00:00 UTC,140,4,87
8053475328,2016-04-16 12:00:00 UTC,186,4,90
8053475328,2016-04-23 00:00:00 UTC,68,5,85
8053475328,2016-04-24 02:00:00 UTC,139,5,86
8053475328,2016-05-07 00:00:00 UTC,80,5,86
8053475328,2016-05-08 23:00:00 UTC,63,5,86
8053475328,2016-04-20 01:00:00 UTC,100,5,87
8053475328,2016-05-09 15:00:00 UTC,81,5,87
8053475328,2016-04-12 12:00:00 UTC,130,5,88
8053475328,2016-04-12 13:00:00 UTC,85,5,88
8053475328,2016-04-19 00:00:00 UTC,158,5,88
8053475328,2016-04-21 23:00:00 UTC,102,5,88
8053475328,2016-04-22 02:00:00 UTC,142,5,88
8053475328,2016-04-22 18:00:00 UTC,112,5,88
8053475328,2016-05-10 02:00:00 UTC,162,5,88
8053475328,2016-04-12 11:00:00 UTC,197,5,89
8053475328,2016-04-21 15:00:00 UTC,126,5,89
8053475328,2016-04-28 15:00:00 UTC,116,5,89
8053475328,2016-04-24 22:00:00 UTC,134,5,90
8053475328,2016-05-05 15:00:00 UTC,175,5,91
8053475328,2016-05-02 20:00:00 UTC,49,6,86
8053475328,2016-05-06 17:00:00 UTC,81,6,86
8053475328,2016-05-03 01:00:00 UTC,147,6,88
8053475328,2016-05-10 22:00:00 UTC,126,6,88
8053475328,2016-04-12 16:00:00 UTC,101,6,89
8053475328,2016-04-16 17:00:00 UTC,109,6,89
8053475328,2016-04-22 15:00:00 UTC,171,6,89
8053475328,2016-04-24 01:00:00 UTC,101,6,89
8053475328,2016-05-08 04:00:00 UTC,157,6,89
8053475328,2016-04-16 21:00:00 UTC,147,6,90
8053475328,2016-04-20 16:00:00 UTC,158,6,91
8053475328,2016-04-26 16:00:00 UTC,128,6,91
8053475328,2016-04-29 15:00:00 UTC,175,6,91
8053475328,2016-04-15 00:00:00 UTC,179,6,92
8053475328,2016-04-29 11:00:00 UTC,237,6,92
8053475328,2016-04-15 12:00:00 UTC,176,6,93
8053475328,2016-04-18 23:00:00 UTC,227,6,93
8053475328,2016-05-05 13:00:00 UTC,222,6,93
8053475328,2016-04-21 16:00:00 UTC,190,6,95
8053475328,2016-04-18 14:00:00 UTC,280,6,98
8053475328,2016-04-29 23:00:00 UTC,79,7,89
8053475328,2016-05-04 00:00:00 UTC,66,7,89
8053475328,2016-04-13 23:00:00 UTC,117,7,91
8053475328,2016-05-02 23:00:00 UTC,120,7,91
8053475328,2016-05-05 11:00:00 UTC,143,7,91
8053475328,2016-05-07 23:00:00 UTC,132,7,91
8053475328,2016-05-11 23:00:00 UTC,116,7,91
8053475328,2016-04-12 23:00:00 UTC,173,7,92
8053475328,2016-04-19 23:00:00 UTC,127,7,92
8053475328,2016-04-23 12:00:00 UTC,171,7,92
8053475328,2016-04-17 13:00:00 UTC,172,7,93
8053475328,2016-04-21 01:00:00 UTC,186,7,93
8053475328,2016-04-22 17:00:00 UTC,109,7,93
8053475328,2016-04-28 17:00:00 UTC,138,7,93
8053475328,2016-04-30 19:00:00 UTC,174,7,93
8053475328,2016-05-04 13:00:00 UTC,138,7,93
8053475328,2016-04-13 01:00:00 UTC,180,7,94
8053475328,2016-04-15 15:00:00 UTC,193,7,94
8053475328,2016-04-23 15:00:00 UTC,181,7,95
8053475328,2016-04-29 16:00:00 UTC,210,7,95
8053475328,2016-04-27 02:00:00 UTC,276,7,96
8053475328,2016-04-26 00:00:00 UTC,95,8,91
8053475328,2016-05-08 12:00:00 UTC,177,8,93
8053475328,2016-04-24 20:00:00 UTC,135,8,94
8053475328,2016-05-04 18:00:00 UTC,127,8,94
8053475328,2016-05-10 23:00:00 UTC,141,8,94
8053475328,2016-04-26 14:00:00 UTC,127,8,95
8053475328,2016-05-04 15:00:00 UTC,159,8,95
8053475328,2016-04-16 11:00:00 UTC,290,8,97
8053475328,2016-04-22 16:00:00 UTC,216,8,97
8053475328,2016-04-20 15:00:00 UTC,239,8,98
8053475328,2016-04-30 22:00:00 UTC,112,9,94
8053475328,2016-04-15 21:00:00 UTC,138,9,95
8053475328,2016-05-01 07:00:00 UTC,202,9,95
8053475328,2016-05-03 13:00:00 UTC,156,9,95
8053475328,2016-05-04 02:00:00 UTC,180,9,95
8053475328,2016-04-23 03:00:00 UTC,212,9,96
8053475328,2016-05-01 13:00:00 UTC,176,9,96
8053475328,2016-05-02 22:00:00 UTC,147,9,96
8053475328,2016-05-08 20:00:00 UTC,143,9,96
8053475328,2016-04-17 16:00:00 UTC,189,9,97
8053475328,2016-04-29 20:00:00 UTC,162,9,97
8053475328,2016-05-07 13:00:00 UTC,179,9,97
8053475328,2016-04-15 11:00:00 UTC,216,9,98
8053475328,2016-04-28 23:00:00 UTC,223,9,98
8053475328,2016-04-22 23:00:00 UTC,285,9,99
8053475328,2016-04-26 11:00:00 UTC,210,9,99
8053475328,2016-04-29 13:00:00 UTC,231,9,99
8053475328,2016-04-18 01:00:00 UTC,309,9,101
8053475328,2016-05-03 00:00:00 UTC,316,9,104
8053475328,2016-05-04 16:00:00 UTC,354,9,104
8053475328,2016-04-26 15:00:00 UTC,430,9,109
8053475328,2016-04-26 01:00:00 UTC,146,10,97
