Id,ActivityDate,TotalSteps,TotalDistance,DailyIntensity,activity_duration,intense_activity_duration,idle_duration,Calories
5577150313,2016-04-28,9841,7.42999982833862,540,291,99,692,3580
4445114986,2016-05-11,9105,6.1100001335144,378,288,34,622,2499
4020332650,2016-04-16,1982,1.41999995708466,292,141,65,1222,3051
8378563200,2016-05-02,6064,4.80999994277954,339,209,63,802,3491
8378563200,2016-05-06,7045,5.59000015258789,398,245,74,831,3644
8378563200,2016-04-20,9388,7.44000005722046,431,259,82,763,3787
8378563200,2016-04-18,13630,10.8100004196167,545,301,117,720,4157
8378563200,2016-05-01,11419,9.0600004196167,360,208,71,669,3369
8378563200,2016-05-11,9143,7.25,420,266,72,763,3788
8378563200,2016-04-22,12200,9.67000007629395,522,284,113,769,4044
8378563200,2016-05-09,8382,6.65000009536743,410,255,71,772,3721
8378563200,2016-05-10,6582,5.21999979019165,367,228,63,840,3586
8378563200,2016-04-13,12386,9.81999969482422,545,299,116,680,4079
8378563200,2016-04-12,7626,6.05000019073486,381,236,65,723,3635
8378563200,2016-04-21,15148,12.0100002288818,588,298,137,677,4236
8378563200,2016-04-25,12405,9.84000015258789,524,274,117,692,4005
8378563200,2016-04-25,12405,9.84000015258789,524,274,117,692,4005
8378563200,2016-04-19,13070,10.3599996566772,552,293,120,737,4092
8378563200,2016-05-03,8712,6.90999984741211,448,286,71,822,3784
8378563200,2016-04-14,13318,10.5600004196167,585,318,123,699,4163
8378563200,2016-04-16,11207,8.89000034332275,376,227,64,563,3363
8583815059,2016-04-27,12474,9.72999954223633,370,211,77,1229,3142
7007744171,2016-04-22,15299,10.2399997711182,553,375,64,1065,2889
7007744171,2016-04-14,11179,8.23999977111816,418,344,34,1096,2668
7007744171,2016-05-02,13041,9.18000030517578,470,328,64,1112,2642
7007744171,2016-04-13,12862,9.64999961853027,473,339,56,1101,2742
7007744171,2016-04-25,18229,13.3400001525879,580,454,51,986,3055
2022484408,2016-04-13,12024,8.5,431,340,43,1100,2601
2022484408,2016-04-22,12954,9.32999992370605,449,335,52,1105,2638
2022484408,2016-04-24,13481,10.2799997329712,379,279,37,1161,2529
2022484408,2016-05-10,12798,8.97999954223633,498,356,57,1084,2797
2022484408,2016-04-21,12453,8.73999977111816,673,412,104,1028,3158
2022484408,2016-05-03,12183,8.73999977111816,494,336,72,1104,2752
6962181067,2016-05-09,12342,8.72000026702881,402,295,43,607,2105
6962181067,2016-05-10,15448,10.210000038147,529,371,62,626,2361
3977333714,2016-04-30,13238,9.19999980926514,427,289,43,687,1650
3977333714,2016-05-03,14335,9.59000015258789,481,346,47,594,1710
8253242879,2016-04-12,9033,7.15999984741211,278,196,40,1244,2044
8253242879,2016-04-21,11268,8.5600004196167,359,241,49,1199,2218
4057192912,2016-04-12,5394,4.03000020980835,164,164,0,1276,2286
4057192912,2016-04-13,5974,4.46999979019165,160,160,0,1280,2306
8053475328,2016-05-01,1170,0.850000023841858,51,51,0,1389,1886
8053475328,2016-05-02,1969,1.42999994754791,95,95,0,1345,1988
1644430081,2016-04-20,2436,1.76999998092651,125,125,0,1315,2430
1644430081,2016-04-21,1223,0.889999985694885,38,38,0,1402,2140
1644430081,2016-04-22,3673,2.67000007629395,86,86,0,1354,2344
1644430081,2016-04-24,3321,2.41000008583069,89,89,0,1351,2413
1644430081,2016-04-27,3032,2.20000004768372,118,118,0,1322,2489
1644430081,2016-04-29,3176,2.30999994277954,120,120,0,1193,2498
1644430081,2016-05-04,2309,1.67999994754791,52,52,0,1388,2222
1644430081,2016-05-08,6724,4.8899998664856,295,295,0,991,2987
1644430081,2016-05-11,1329,0.970000028610229,40,49,0,713,1276
1644430081,2016-04-23,6637,4.82999992370605,190,175,0,1265,2677
4558609924,2016-04-12,5135,3.39000010490417,318,318,0,1122,1909
4558609924,2016-04-14,6799,4.48999977111816,279,279,0,1161,1922
4558609924,2016-04-20,4803,3.17000007629395,222,222,0,1218,1788
4558609924,2016-04-24,8563,5.65999984741211,395,395,0,1045,2173
4558609924,2016-05-01,3428,2.26999998092651,190,190,0,1121,1692
4558609924,2016-05-02,7891,5.21999979019165,383,383,0,1057,2066
4558609924,2016-05-04,5232,3.46000003814697,252,252,0,1188,1842
4558609924,2016-05-06,3755,2.48000001907349,202,202,0,1238,1722
4558609924,2016-05-12,6307,4.17000007629395,232,247,0,736,1452
4319703577,2016-04-15,5664,3.79999995231628,228,228,0,752,1985
4319703577,2016-04-16,4744,3.1800000667572,194,194,0,724,1884
4319703577,2016-04-19,8925,5.98999977111816,311,311,0,604,2200
4319703577,2016-04-21,3702,2.48000001907349,34,34,0,1265,1792
4319703577,2016-04-23,4935,3.30999994277954,233,233,0,546,1945
4319703577,2016-05-01,1251,0.839999973773956,67,67,0,836,1593
4319703577,2016-05-08,3672,2.46000003814697,153,153,0,603,1792
4319703577,2016-04-25,9259,6.21000003814697,406,398,0,544,2314
4319703577,2016-05-02,9261,6.23999977111816,366,355,0,585,2270
4319703577,2016-04-20,8954,6.01000022888184,342,324,0,671,2220
2320127002,2016-04-16,5057,3.41000008583069,195,195,0,1245,1724
2320127002,2016-04-17,6198,4.17999982833862,249,249,0,1191,1852
2320127002,2016-04-22,5583,3.75999999046326,266,266,0,1174,1851
2320127002,2016-04-23,5079,3.42000007629395,242,242,0,1129,1804
2320127002,2016-04-24,4165,2.80999994277954,204,204,0,1236,1725
2320127002,2016-04-26,3409,2.29999995231628,147,147,0,1293,1632
2320127002,2016-04-27,1715,1.1599999666214,82,82,0,1358,1481
2320127002,2016-04-28,1532,1.02999997138977,76,76,0,1364,1473
2320127002,2016-04-29,924,0.620000004768372,45,45,0,1395,1410
2320127002,2016-04-30,4571,3.07999992370605,234,234,0,1206,1779
2320127002,2016-05-01,772,0.519999980926514,40,40,0,1400,1403
2320127002,2016-05-04,1201,0.810000002384186,52,52,0,1388,1426
2320127002,2016-05-06,4878,3.28999996185303,204,204,0,1236,1742
2320127002,2016-05-07,7379,4.96999979019165,319,319,0,1121,1972
2320127002,2016-05-08,5161,3.48000001907349,247,247,0,1193,1821
2320127002,2016-05-09,3090,2.07999992370605,145,145,0,1295,1630
2320127002,2016-05-10,6227,4.19999980926514,290,290,0,1150,1899
2320127002,2016-04-18,6559,4.42000007629395,274,267,0,1173,1905
2320127002,2016-04-19,5997,4.03999996185303,250,239,0,1201,1811
2320127002,2016-04-20,7192,4.84999990463257,305,294,0,1146,1922
2320127002,2016-04-15,5205,3.50999999046326,245,245,0,1195,1801
2320127002,2016-05-05,5202,3.50999999046326,245,234,0,1206,1780
2320127002,2016-05-12,2661,1.78999996185303,124,128,0,830,1125
2320127002,2016-05-11,6424,4.32999992370605,300,300,0,1140,1903
2320127002,2016-04-14,3973,2.6800000667572,191,191,0,1249,1696
2320127002,2016-04-13,7275,4.90000009536743,335,335,0,1105,2003
8877689391,2016-05-02,4790,3.64000010490417,105,105,0,1335,2189
2347167796,2016-04-24,9471,6.26000022888184,360,360,0,584,2187
2347167796,2016-04-26,5980,3.95000004768372,227,227,0,732,1861
2347167796,2016-04-28,5439,3.59999990463257,229,229,0,764,1854
2347167796,2016-04-19,6711,4.44000005722046,396,389,0,648,2346
4388161847,2016-04-15,8758,6.73000001907349,299,299,0,837,3066
4388161847,2016-04-17,4660,3.57999992370605,201,201,0,721,2572
4388161847,2016-05-12,3369,2.58999991416931,101,108,0,825,1623
6775888955,2016-04-15,1282,0.920000016689301,58,58,0,976,2127
5553957443,2016-04-13,4832,3.16000008583069,226,226,0,647,1718
5553957443,2016-04-16,5771,3.76999998092651,288,288,0,521,1831
5553957443,2016-04-18,3727,2.4300000667572,206,206,0,622,1683
5553957443,2016-04-20,2713,1.76999998092651,148,148,0,598,1570
5553957443,2016-04-23,4112,2.69000005722046,272,272,0,443,1776
5553957443,2016-04-24,1807,1.17999994754791,104,104,0,582,1507
5553957443,2016-04-30,1202,0.779999971389771,84,84,0,506,1463
5553957443,2016-05-01,5164,3.36999988555908,237,237,0,436,1747
5553957443,2016-05-04,4249,2.76999998092651,224,224,0,651,1698
5553957443,2016-05-07,1868,1.22000002861023,96,96,0,902,1494
5553957443,2016-05-11,4926,3.22000002861023,195,195,0,628,1693
3372868164,2016-04-12,4747,3.24000000953674,280,280,0,1160,1788
3372868164,2016-04-15,7451,5.07999992370605,335,335,0,1105,1908
3372868164,2016-04-16,6905,4.73000001907349,356,356,0,1084,1908
3372868164,2016-04-19,7711,5.26000022888184,376,376,0,1064,1985
3372868164,2016-04-22,3843,2.61999988555908,206,206,0,1234,1669
3372868164,2016-04-25,5995,4.09000015258789,416,416,0,1024,2010
3372868164,2016-04-28,5512,3.75999999046326,385,385,0,1055,1972
3372868164,2016-04-29,9135,6.23000001907349,402,402,0,1038,2044
3372868164,2016-05-01,3077,2.09999990463257,160,172,0,842,1237
7086361926,2016-04-23,2817,1.80999994277954,90,90,0,1350,1965
7086361926,2016-04-24,3520,2.16000008583069,125,125,0,566,2049
2873212765,2016-04-14,7910,5.32000017166138,331,331,0,1109,1893
2873212765,2016-04-15,8482,5.69999980926514,448,448,0,992,2063
2873212765,2016-04-19,7948,5.36999988555908,389,389,0,1051,1956
2873212765,2016-05-04,8278,5.55999994277954,420,420,0,1020,2015
2873212765,2016-05-09,7726,5.19000005722046,345,345,0,1095,1906
2873212765,2016-05-10,8275,5.55999994277954,373,373,0,1067,1962
2873212765,2016-05-12,7566,5.1100001335144,259,268,0,720,1431
2873212765,2016-05-06,7063,4.75,380,375,0,1065,1910
2873212765,2016-05-02,7525,5.05999994277954,348,341,0,1099,1878
2873212765,2016-04-13,7618,5.11999988555908,420,412,0,1028,2004
2873212765,2016-04-17,2524,1.70000004768372,176,168,0,1272,1529
2873212765,2016-04-25,7373,4.94999980926514,359,359,0,1081,1907
2873212765,2016-05-11,6440,4.32999992370605,319,319,0,1121,1826
6290855005,2016-04-12,4562,3.45000004768372,199,199,0,1241,2560
6290855005,2016-04-13,7142,5.40000009536743,350,350,0,1090,2905
6290855005,2016-04-14,7671,5.80000019073486,363,363,0,1077,2952
6290855005,2016-04-15,9501,7.17999982833862,328,328,0,1112,2896
6290855005,2016-04-16,8301,6.28000020980835,258,258,0,1182,2783
6290855005,2016-04-18,6885,5.21000003814697,271,271,0,1169,2766
6290855005,2016-04-19,7142,5.40000009536743,321,321,0,1119,2839
6290855005,2016-04-20,6361,4.80999994277954,258,258,0,1182,2701
6290855005,2016-04-22,6238,4.71999979019165,302,302,0,1138,2796
6290855005,2016-04-24,5896,4.46000003814697,258,258,0,1182,2703
6290855005,2016-04-27,5565,4.21000003814697,287,287,0,1153,2743
6290855005,2016-04-30,6744,5.09999990463257,324,324,0,1116,2843
6290855005,2016-05-02,6781,5.13000011444092,268,268,0,1172,2725
6290855005,2016-05-03,6047,4.57000017166138,240,240,0,1200,2671
6290855005,2016-05-04,5832,4.40999984741211,272,272,0,1168,2718
6290855005,2016-05-05,6339,4.78999996185303,239,239,0,1201,2682
6290855005,2016-05-06,6116,4.61999988555908,305,305,0,1135,2806
6290855005,2016-05-07,5510,4.17000007629395,227,227,0,1213,2613
6290855005,2016-05-08,7706,5.82999992370605,251,251,0,1189,2712
6290855005,2016-05-09,6277,4.75,257,264,0,800,2175
6290855005,2016-04-28,5731,4.32999992370605,255,255,0,1185,2687
4445114986,2016-04-12,3276,2.20000004768372,196,196,0,787,2113
4445114986,2016-04-13,2961,1.99000000953674,194,194,0,840,2095
4445114986,2016-04-14,3974,2.67000007629395,231,231,0,717,2194
4445114986,2016-04-15,7198,4.82999992370605,350,350,0,711,2496
4445114986,2016-04-16,3945,2.65000009536743,225,225,0,716,2180
4445114986,2016-04-17,2268,1.51999998092651,114,114,0,1219,1933
4445114986,2016-04-19,2064,1.38999998569489,121,121,0,895,1954
4445114986,2016-04-20,2072,1.38999998569489,137,137,0,841,1974
4445114986,2016-04-21,3809,2.55999994277954,215,215,0,756,2150
4445114986,2016-04-22,6831,4.57999992370605,317,317,0,706,2432
4445114986,2016-04-23,4363,2.9300000667572,201,201,0,1239,2149
4445114986,2016-04-24,5002,3.35999989509583,244,244,0,1196,2247
4445114986,2016-04-25,3385,2.26999998092651,179,179,0,916,2070
4445114986,2016-04-28,4493,3.00999999046326,236,236,0,762,2203
4445114986,2016-04-29,4676,3.14000010490417,226,226,0,1106,2196
4445114986,2016-04-30,6222,4.17999982833862,290,290,0,797,2363
4445114986,2016-05-04,2923,1.96000003814697,180,180,0,897,2070
4445114986,2016-05-06,4514,3.02999997138977,229,229,0,809,2211
4445114986,2016-05-09,5275,3.53999996185303,266,266,0,641,2281
4445114986,2016-05-10,3915,2.63000011444092,231,231,0,783,2181
4445114986,2016-05-12,768,0.519999980926514,51,58,0,380,1212
4445114986,2016-05-01,5232,3.50999999046326,240,240,0,741,2246
4445114986,2016-05-08,7303,4.90000009536743,324,316,0,733,2423
4020332650,2016-05-03,4496,3.22000002861023,174,174,0,950,2828
4020332650,2016-05-06,4369,3.13000011444092,177,177,0,855,2704
4020332650,2016-05-07,6132,4.40000009536743,184,184,0,1256,2975
4020332650,2016-05-08,5862,4.19999980926514,263,263,0,775,3089
4020332650,2016-05-10,5546,3.98000001907349,206,206,0,774,2926
6117666160,2016-04-17,7150,5.40000009536743,312,312,0,702,2225
6117666160,2016-04-19,11135,8.40999984741211,480,480,0,425,2606
6117666160,2016-04-22,8206,6.19999980926514,402,402,0,413,2409
6117666160,2016-04-23,11495,8.68000030517578,512,512,0,468,2651
6117666160,2016-04-24,7623,5.76000022888184,362,362,0,711,2305
6117666160,2016-04-27,9411,7.1100001335144,458,458,0,417,2576
6117666160,2016-04-29,9592,7.23999977111816,461,461,0,479,2560
6117666160,2016-04-30,6987,5.28000020980835,343,343,0,1040,2275
6117666160,2016-05-01,8915,6.73000001907349,397,397,0,525,2361
6117666160,2016-05-02,4933,3.73000001907349,235,236,0,1204,2044
6117666160,2016-05-04,2997,2.25999999046326,156,156,0,1279,1902
6117666160,2016-05-05,9799,7.40000009536743,487,487,0,479,2636
6117666160,2016-05-07,7336,5.53999996185303,412,412,0,456,2469
6117666160,2016-05-08,7328,5.53000020980835,318,318,0,517,2250
6117666160,2016-05-09,4477,3.38000011444092,155,197,0,125,1248
6117666160,2016-04-15,14019,10.5900001525879,525,519,0,921,2865
6117666160,2016-04-26,9543,7.21000003814697,366,359,0,1077,2450
6117666160,2016-04-18,5153,3.91000008583069,241,241,0,759,2018
6117666160,2016-04-28,3403,2.59999990463257,141,141,0,758,1879
6117666160,2016-05-06,3365,2.6800000667572,133,133,0,673,1838
8378563200,2016-04-17,2132,1.69000005722046,93,93,0,599,2572
8378563200,2016-04-24,3703,2.94000005722046,135,135,0,734,2741
8378563200,2016-04-30,2946,2.33999991416931,121,121,0,780,2660
8378563200,2016-05-07,4468,3.53999996185303,158,158,0,851,2799
8378563200,2016-05-08,2943,2.32999992370605,139,139,0,621,2685
8583815059,2016-04-14,3135,2.45000004768372,134,134,0,1306,2443
8583815059,2016-05-05,12427,9.6899995803833,70,70,0,1370,3266
8583815059,2016-05-07,6117,4.76999998092651,250,250,0,1190,2810
8583815059,2016-04-20,5273,4.1100001335144,221,194,0,1246,2647
8583815059,2016-04-28,6174,4.82000017166138,259,231,0,1209,2757
8583815059,2016-04-12,5014,3.91000008583069,210,203,0,1237,2650
8583815059,2016-04-15,3430,2.6800000667572,65,65,0,1375,2505
2026352035,2016-04-13,4993,3.09999990463257,238,238,0,663,1521
2026352035,2016-04-14,3335,2.0699999332428,197,197,0,653,1431
2026352035,2016-04-15,3821,2.36999988555908,188,188,0,687,1444
2026352035,2016-04-16,2547,1.58000004291534,150,150,0,728,1373
2026352035,2016-04-17,838,0.519999980926514,60,60,0,1053,1214
2026352035,2016-04-18,3325,2.05999994277954,182,182,0,1062,1419
2026352035,2016-04-19,2424,1.5,141,141,0,785,1356
2026352035,2016-04-20,7222,4.48000001907349,327,327,0,623,1667
2026352035,2016-04-21,2467,1.52999997138977,153,153,0,749,1370
2026352035,2016-04-22,2915,1.80999994277954,162,162,0,712,1399
2026352035,2016-04-23,12357,7.71000003814697,432,432,0,458,1916
2026352035,2016-04-24,3490,2.16000008583069,164,164,0,704,1401
2026352035,2016-04-25,6017,3.73000001907349,260,260,0,821,1576
2026352035,2016-04-26,5933,3.6800000667572,288,288,0,1018,1595
2026352035,2016-04-27,6088,3.76999998092651,286,286,0,586,1593
2026352035,2016-04-28,6375,3.95000004768372,331,331,0,626,1649
2026352035,2016-04-29,7604,4.71000003814697,352,352,0,492,1692
2026352035,2016-04-30,4729,2.9300000667572,233,233,0,594,1506
2026352035,2016-05-01,3609,2.27999997138977,191,191,0,716,1447
2026352035,2016-05-02,7018,4.34999990463257,355,355,0,716,1690
2026352035,2016-05-03,5992,3.72000002861023,304,304,0,981,1604
2026352035,2016-05-04,6564,4.07000017166138,345,345,0,530,1658
2026352035,2016-05-05,12167,7.53999996185303,475,475,0,479,1926
2026352035,2016-05-06,8198,5.07999992370605,383,383,0,511,1736
2026352035,2016-05-08,5528,3.45000004768372,258,258,0,610,1555
2026352035,2016-05-09,10685,6.61999988555908,401,401,0,543,1869
2026352035,2016-05-11,8580,5.32000017166138,330,330,0,569,1698
2026352035,2016-05-12,8891,5.51000022888184,320,343,0,330,1364
2026352035,2016-05-07,4193,2.59999990463257,229,229,0,665,1491
7007744171,2016-04-15,5273,3.52999997138977,202,202,0,1238,2098
7007744171,2016-04-16,4631,3.09999990463257,203,203,0,1155,2076
7007744171,2016-04-17,8059,5.3899998664856,305,305,0,1135,2383
7007744171,2016-04-24,11085,7.42000007629395,419,419,0,1021,2667
7007744171,2016-04-30,3761,2.51999998092651,200,200,0,1240,2051
7007744171,2016-05-01,5600,3.75,237,237,0,1142,2225
1927972279,2016-04-15,980,0.680000007152557,51,51,0,941,2221
1927972279,2016-04-23,2945,2.03999996185303,145,145,0,1295,2499
1927972279,2016-04-28,1675,1.1599999666214,95,95,0,1167,2351
1927972279,2016-05-04,1786,1.24000000953674,87,87,0,1353,2338
1927972279,2016-05-06,2091,1.45000004768372,108,108,0,1332,2383
1927972279,2016-05-07,1510,1.03999996185303,48,48,0,1392,2229
1927972279,2016-04-14,2163,1.5,106,97,0,1292,2383
1927972279,2016-04-26,3761,2.59999990463257,192,192,0,1058,2638
2022484408,2016-04-23,6001,4.21000003814697,249,249,0,1191,2069
2022484408,2016-05-08,3292,2.30999994277954,135,135,0,1305,1848
8792009665,2016-04-12,2564,1.63999998569489,116,116,0,831,2044
8792009665,2016-04-13,1320,0.839999973773956,82,82,0,806,1934
8792009665,2016-04-14,1219,0.779999971389771,84,84,0,853,1963
8792009665,2016-04-15,2483,1.5900000333786,126,126,0,937,2009
8792009665,2016-04-26,1321,0.850000023841858,80,80,0,1360,1928
8792009665,2016-04-27,1758,1.12999999523163,112,112,0,900,2067
8792009665,2016-04-28,6157,3.94000005722046,310,310,0,714,2780
8792009665,2016-05-01,1619,1.03999996185303,79,79,0,834,1962
8792009665,2016-05-02,1831,1.16999995708466,101,101,0,916,2015
8792009665,2016-05-03,2421,1.54999995231628,156,156,0,739,2297
8792009665,2016-05-04,2283,1.46000003814697,129,129,0,848,2067
8792009665,2016-04-20,3147,2.00999999046326,159,149,0,744,2188
6962181067,2016-04-14,1551,1.02999997138977,86,86,0,862,1466
6962181067,2016-04-15,5563,3.6800000667572,217,217,0,837,1756
6962181067,2016-04-24,5029,3.3199999332428,199,199,0,720,1705
6962181067,2016-05-01,5454,3.60999989509583,215,215,0,722,1740
6962181067,2016-05-07,6815,4.5,328,328,0,745,1947
6962181067,2016-05-12,3587,2.36999988555908,121,113,0,127,928
6962181067,2016-05-08,4188,2.76999998092651,179,165,0,709,1659
6962181067,2016-05-06,5908,3.91000008583069,299,299,0,717,1850
3977333714,2016-04-23,12058,8.06999969482422,436,344,0,724,1638
3977333714,2016-05-07,11550,7.73000001907349,380,294,0,703,1574
3977333714,2016-04-21,6093,4.07999992370605,242,242,0,712,1397
3977333714,2016-04-27,7193,5.03999996185303,196,186,0,714,1377
4702921684,2016-04-12,7213,5.88000011444092,263,263,0,718,2947
4702921684,2016-04-13,6877,5.57999992370605,258,258,0,777,2898
4702921684,2016-04-14,7860,6.36999988555908,271,271,0,772,2984
4702921684,2016-04-22,1664,1.35000002384186,72,72,0,1341,2241
4702921684,2016-05-03,9454,7.67000007629395,313,313,0,729,3145
4702921684,2016-05-12,2752,2.23000001907349,68,68,0,241,1240
4702921684,2016-05-09,8232,6.67999982833862,277,265,0,746,2990
1844505072,2016-04-12,6697,4.42999982833862,339,339,0,1101,2030
1844505072,2016-04-13,4929,3.25999999046326,248,248,0,1192,1860
1844505072,2016-04-14,7937,5.25,373,373,0,843,2130
1844505072,2016-04-15,3844,2.53999996185303,176,176,0,527,1725
1844505072,2016-04-16,3414,2.25999999046326,147,147,0,1293,1657
1844505072,2016-04-22,5372,3.54999995231628,220,220,0,1220,1827
1844505072,2016-04-23,3570,2.35999989509583,139,139,0,1301,1645
1844505072,2016-04-28,6907,4.57000017166138,302,302,0,1138,1992
1844505072,2016-04-29,4920,3.25,247,247,0,1082,1856
1844505072,2016-04-30,4014,2.67000007629395,184,184,0,218,1763
1844505072,2016-05-04,2080,1.37000000476837,87,87,0,1353,1549
1844505072,2016-05-05,2237,1.48000001907349,120,120,0,1320,1589
1844505072,2016-05-01,2573,1.70000004768372,89,82,0,585,1541
1844505072,2016-04-18,4597,3.03999996185303,241,229,0,1211,1814
1844505072,2016-05-03,4059,2.6800000667572,184,184,0,1256,1742
1624580081,2016-04-12,8163,5.30999994277954,146,146,0,1294,1432
1624580081,2016-04-13,7007,4.55000019073486,148,148,0,1292,1411
1624580081,2016-04-14,9107,5.92000007629395,236,236,0,1204,1572
1624580081,2016-04-15,1510,0.980000019073486,96,96,0,1344,1344
1624580081,2016-04-16,5370,3.49000000953674,176,176,0,1264,1463
1624580081,2016-04-19,2916,1.89999997615814,141,141,0,1299,1435
1624580081,2016-04-20,4974,3.23000001907349,151,151,0,1289,1446
1624580081,2016-04-21,6349,4.13000011444092,186,186,0,1254,1467
1624580081,2016-04-22,4026,2.61999988555908,199,199,0,1241,1470
1624580081,2016-04-23,8538,5.55000019073486,227,227,0,1213,1562
1624580081,2016-04-25,6497,4.21999979019165,202,202,0,1238,1492
1624580081,2016-04-26,2826,1.8400000333786,140,140,0,1300,1402
1624580081,2016-04-29,2390,1.54999995231628,150,150,0,1290,1404
1624580081,2016-05-03,2100,1.37000000476837,96,96,0,1344,1334
1624580081,2016-05-04,2193,1.42999994754791,118,118,0,1322,1368
1624580081,2016-05-05,2470,1.61000001430511,117,117,0,1323,1370
1624580081,2016-05-06,1727,1.12000000476837,102,102,0,1338,1341
1624580081,2016-05-07,2104,1.37000000476837,182,182,0,1258,1474
1624580081,2016-05-08,3427,2.23000001907349,152,152,0,1288,1427
1624580081,2016-05-09,1732,1.12999999523163,91,91,0,1349,1328
1624580081,2016-05-10,2969,1.92999994754791,139,139,0,1301,1393
1624580081,2016-05-11,3134,2.03999996185303,112,112,0,1328,1359
1624580081,2016-05-12,2971,1.92999994754791,99,107,0,890,1002
1624580081,2016-04-28,2759,1.78999996185303,125,120,0,1320,1401
8253242879,2016-04-15,2672,1.76999998092651,105,105,0,1335,1632
8253242879,2016-04-19,4212,2.77999997138977,164,164,0,1276,1763
8253242879,2016-04-22,2824,1.87000000476837,120,120,0,1320,1651
1644430081,2016-05-02,3758,2.73000001907349,142,156,1,682,2580
4558609924,2016-04-19,5401,3.5699999332428,269,258,1,1182,1876
4558609924,2016-04-28,9451,6.25,392,379,1,985,2185
4319703577,2016-04-24,4081,2.74000000953674,204,197,1,692,1880
4319703577,2016-04-14,10210,6.88000011444092,360,349,1,589,2302
4319703577,2016-04-18,2276,1.54999995231628,79,68,1,824,1632
